caseNumber,steps,temperature,intensityOfUse,humidity,degradationState,degradationAfterTreatment,productionVolume,treatment,cumulativeProduction
14,38,9.18362460331364,5.203941110570302,17.927125075004156,0.0,-181.48342945266006,1800.0,1,72579.66409601083
14,39,8.539155545615289,7.4738340431290835,16.945090922355945,63.910586929486776,,1987.2178826141026,0,74566.88197862494
14,40,15.207010174678054,8.229844643070242,18.67208426436299,0.0,-99.59227367691285,1800.0,1,76366.88197862494
14,41,4.423363706431482,10.346057991763978,29.332180086516384,0.0,-88.40872204200762,1800.0,1,78166.88197862494
14,42,12.158075410974266,10.977742593192852,14.664524859401634,92.9444806589791,,1981.411103868204,0,80148.29308249314
14,43,13.033131499400689,9.979446251609717,15.90929734375019,225.7805475804731,,1954.8438904839056,0,82103.13697297705
14,44,8.155702254788636,7.69468629219063,16.250991737632795,19.48671109802893,-272.5291909531748,1796.492392002355,1,83899.62936497941
14,45,16.40791269285002,11.139379538400366,19.39470699012469,68.35135603561413,,1986.3297287928772,0,85885.95909377228
14,46,5.568226254688245,10.782722252109968,24.967223736824586,0.0,-244.85704013942438,1800.0,1,87685.95909377228
14,47,4.9826136552013445,6.263957672288349,21.992251631968905,0.0,-25.00346088943687,1800.0,1,89485.95909377228
14,48,13.646158952196945,13.913552916761812,19.086763594048804,58.86908012674331,,1988.2261839746513,0,91474.18527774693
14,49,14.141567853490521,6.941848342343592,18.6411154289657,0.0,-114.3276440957862,1800.0,1,93274.18527774693
15,0,10.688749884981734,7.954761645329736,23.560596354147783,111.55228282059113,,1977.6895434358821,0,1977.6895434358821
15,1,17.85006689311018,11.871554744756672,16.032917611721114,148.4278398777659,-202.5807075949145,1773.2829888220022,1,3750.9725322578843
15,2,14.956765146398883,10.203360419230481,15.120535520999244,321.15899705113844,,1935.7682005897725,0,5686.740732847657
15,3,8.76785348264737,10.006653007255228,12.087881561022574,164.58066681839742,-230.22496825224064,1770.3754799726887,1,7457.116212820345
15,4,15.09011959869855,7.089181245111943,16.55448285232303,395.17165539274475,,1920.9656689214514,0,9378.081881741797
15,5,8.762547890923518,10.827405123889164,22.34415991132399,557.3555702606793,,1888.5288859478642,0,11266.61076768966
15,6,8.687097486105905,10.012388876321861,16.155004243651955,469.1788487384978,-211.10419319716357,1715.5478072270707,1,12982.158574916732
15,7,18.6820501379444,9.002609849634103,8.36144786552424,680.2865742637507,,1863.94268514725,0,14846.101260063982
15,8,6.283847742669616,6.897632716605733,16.443017194890075,597.7831136150422,-216.6443125085218,1692.3990395492926,1,16538.500299613275
15,9,7.366827191029332,12.60306541721902,31.895811844330634,682.0756749178178,,1863.5848650164364,0,18402.085164629712
15,10,5.835672337831574,10.165285640290003,18.936160760302062,642.8340015784873,-234.59355011992102,1684.2898797158725,1,20086.375044345583
15,11,9.086569775128694,8.822920432374302,20.448523224498693,734.5160921970053,,1853.096781560599,0,21939.47182590618
15,12,20.822839146625817,8.408043759438849,18.80035646767618,799.6169188089601,,1840.0766162382083,0,23779.54844214439
15,13,8.725072288261238,7.788936632964758,21.97930209881484,653.8461789442167,-219.10226742540476,1682.3076877900414,1,25461.856129934433
15,14,9.28997982892951,9.828683357144094,28.163236238613404,713.246736992613,,1857.3506526014776,0,27319.206782535908
15,15,1.156840023336052,7.874838435137015,24.455101334760048,766.9683734427749,,1846.6063253114453,0,29165.813107847356
15,16,11.152231824837415,12.870655446805088,26.05510240430349,607.939505343842,-204.92139138962557,1690.5708890381086,1,30856.383996885463
15,17,1.5726860823815532,7.031806298221273,21.264685360938557,802.8323656830514,,1839.43352686339,0,32695.817523748854
15,18,12.377554819480201,6.5108100911060856,19.252153426994987,865.1499267027702,,1826.970014659446,0,34522.7875384083
15,19,-0.8288404220635535,11.432050511931486,26.293149984347423,929.0774855747559,,1814.1845028850487,0,36336.972041293346
15,20,6.73486027864206,3.1514438771116406,23.981592507953728,995.4676916467274,,1800.9064616706546,0,38137.878502964006
15,21,7.198581691158109,9.701558638098879,22.495113003498634,956.7686499387221,-213.9232970409414,1627.7816430110302,1,39765.66014597503
15,22,17.624888328091654,10.054721743670727,16.96225957132881,1126.1403952001947,,1774.771920959961,0,41540.43206693499
15,23,12.467047767719892,7.473709620921587,16.28735335199853,1229.689160082572,,1754.0621679834856,0,43294.49423491848
15,24,1.5143004783581766,7.5711105290311345,20.62008467040292,1063.946744219726,-253.23716741661065,1608.4895860404497,1,44902.98382095893
15,25,16.034968656217004,10.163603351161546,24.152427331494756,939.2510723846558,-212.84923206614235,1630.9348069707623,1,46533.91862792969
15,26,9.143077997276384,11.593136823892525,24.446830381171356,859.3678100072553,-219.60696256580002,1645.313794198694,1,48179.232422128385
15,27,9.62280615272819,5.17919897656975,15.165462591453363,799.9277898346303,-227.754529807091,1656.0129978297668,1,49835.245419958155
15,28,9.136816182309815,5.314319527103825,30.764403606968045,619.2123995109068,-221.92273962024058,1688.5417680880369,1,51523.78718804619
15,29,16.216425600774464,8.803816715165745,19.131668526714463,788.0944912375915,,1842.3811017524815,0,53366.16828979867
15,30,6.52896801493481,6.8978442657459205,12.958065936823463,764.1658870994664,-174.7655028501457,1662.4501403220963,1,55028.61843012077
15,31,10.055785801347472,3.8560062840663516,15.974527484838063,638.674286989633,-193.70736168854228,1685.0386283418661,1,56713.65705846263
15,32,14.44257928378697,9.477582428453035,17.33337745975893,714.1842003410475,,1857.1631599317907,0,58570.82021839442
15,33,5.838161751207499,3.4097578241702733,16.451202042460583,627.4044596225071,-190.22805079061482,1687.0671972679488,1,60257.88741566237
15,34,1.7711965111435237,8.41393827377163,21.57059650330455,540.8981641916866,-166.5893935153365,1702.6383304454964,1,61960.52574610787
15,35,6.266870900816619,11.858776728535988,23.26900172582166,614.7484887121443,,1877.0503022575713,0,63837.57604836544
15,36,8.240985813040375,13.12107209773765,31.44051774354616,404.21807079146924,-226.12365856747022,1727.2407472575358,1,65564.81679562297
15,37,16.943252721816194,11.42505086119887,21.25854712130902,337.3859675427229,-244.26734791558687,1739.27052584231,1,67304.08732146528
15,38,8.018824656625275,10.464399294357097,18.43760125469341,196.9957476957484,-214.93012172339238,1764.5407654147655,1,69068.62808688005
15,39,6.238842322244766,7.4359619393712215,23.274196023000123,240.4138352856668,,1951.9172329428668,0,71020.54531982292
15,40,18.870566177009792,8.921428884657725,12.306894544519585,73.8595115522879,-206.46726732255925,1786.7052879205885,1,72807.25060774351
15,41,9.64802426165833,11.870959856159839,23.77496028815707,185.71217556731122,,1962.857564886538,0,74770.10817263005
15,42,17.819847113470516,11.577712067311122,17.125409361210064,306.29650998178715,,1938.7406980036428,0,76708.8488706337
15,43,8.461868844555081,17.469010951125842,24.37505567311276,184.1563368945957,-239.6932376368149,1766.851859358973,1,78475.70072999266
15,44,10.385716298236426,8.600131754442778,22.837169066032047,263.57889070132137,,1947.284221859736,0,80422.9849518524
15,45,8.705036977078468,11.083194092451158,22.60943625498788,313.71437244598593,,1937.257125510803,0,82360.2420773632
15,46,12.118179278635992,10.337249297051589,16.881659517711316,154.16819961720503,-232.65322301240607,1772.2497240689033,1,84132.4918014321
15,47,5.072643158216552,9.083497281615708,16.812027333506773,0.0,-203.38151401159297,1800.0,1,85932.4918014321
15,48,14.700540852250548,7.669152574463531,19.391852631888153,276.5396891853751,,1944.692062162925,0,87877.18386359503
15,49,3.4882004422266766,6.147726908682323,19.962607455882665,89.37617528465975,-248.7731001917625,1783.9122884487613,1,89661.09615204378
16,0,7.821939785790825,11.77431054043467,18.171329326881224,0.0,-128.0275867217223,1800.0,1,1800.0
16,1,7.933799902774924,4.340267657892926,23.921392792638123,124.46131185869021,,1975.1077376282622,0,3775.107737628262
16,2,6.709803167673881,13.029940880362265,27.30910069509782,200.01361003774974,,1959.99727799245,0,5735.105015620712
16,3,12.224832813313185,14.958096198562206,27.86386240575478,271.4772289028772,,1945.7045542194246,0,7680.809569840137
16,4,6.712583728626285,8.128162632866129,20.183748586195332,364.1602074996325,,1927.1679585000734,0,9607.97752834021
16,5,6.138989219778743,10.437593715222254,25.70285537273777,285.54983174954697,-195.0151205513717,1748.6010302850816,1,11356.578558625291
16,6,13.998656637043837,10.108375675159099,21.85527838640661,394.703365076242,,1921.0593269847516,0,13277.637885610044
16,7,11.177731929367386,14.676646550881346,14.97728963660131,425.09093840934247,,1914.9818123181315,0,15192.619697928174
16,8,10.955056436434557,11.340970300504074,21.19246765201288,541.5110719236001,,1891.69778561528,0,17084.317483543455
16,9,11.490265266337984,7.401576178308893,22.20670863210324,690.011616626363,,1861.9976766747275,0,18946.315160218182
16,10,2.6924657384579813,6.885833325528417,24.096134540943297,756.5164286633768,,1848.6967142673248,0,20795.011874485506
16,11,8.031093707213971,12.502143145014587,20.263293587057646,638.7829681318451,-208.84135705845688,1685.019065736268,1,22480.030940221775
16,12,8.193958598198773,5.123032417751812,16.227757904629513,686.1192103547089,,1862.7761579290582,0,24342.80709815083
16,13,11.985542933523663,5.7154614904762076,18.65339590042897,652.6619268080016,-181.23366520122897,1682.52085317456,1,26025.327951325395
16,14,5.668967552819797,8.540735910712002,14.68534475699952,508.3535703748125,-212.48459839562912,1708.4963573325338,1,27733.824308657928
16,15,4.822941646178818,8.546481967688102,21.856602746913623,384.4732393404234,-263.0109718613074,1730.7948169187239,1,29464.61912557665
16,16,6.470218642166481,14.173397806487955,17.849652655061295,363.12175431817934,-253.90100672776714,1734.638084222728,1,31199.25720979938
16,17,4.861499974104169,7.040294828076496,19.6296049268979,473.6220048952066,,1905.2755990209587,0,33104.53280882034
16,18,8.792688968979569,11.979098439297788,27.65799497288687,584.9763200607204,,1883.0047359878558,0,34987.53754480819
16,19,9.767828173343823,6.793371656599103,23.18145324025082,404.3526599434538,-238.8180479274788,1727.2165212101786,1,36714.75406601837
16,20,9.746770088780057,8.20641707920657,24.094192641057603,275.35057355298824,-200.77066991517205,1750.436896760462,1,38465.19096277883
16,21,8.129842156531788,8.943040499211708,25.148197307964786,109.67117670734807,-225.61635765319147,1780.2591881926776,1,40245.45015097151
16,22,7.008281648473179,12.008378598794538,19.588058539141528,198.30071528975532,,1960.339856942049,0,42205.79000791356
16,23,2.921770737325927,9.636951556647393,23.861582741784744,28.645457350718218,-220.81861406070004,1794.843817676871,1,44000.633825590434
16,24,7.488786303483323,9.685805156336261,20.400851255804568,0.0,-98.09782495454678,1800.0,1,45800.633825590434
16,25,11.856849564757784,9.661188702955796,16.72299384219274,273.72422647867194,,1945.2551547042656,0,47745.888980294694
16,26,15.241754202142177,10.647676223842558,20.493693803295415,259.6255395806184,-211.53788916392438,1753.2674028754889,1,49499.156383170186
16,27,5.311392190355122,9.730118788115707,23.82593860440593,294.0655450112937,,1941.1868909977413,0,51440.34327416793
16,28,12.031310930602682,12.860154895411078,18.272598767166482,329.01443684757373,,1934.1971126304852,0,53374.54038679841
16,29,4.952274961017912,15.482857282715477,27.400586592478277,152.59386132338108,-257.06181957314146,1772.5331049617917,1,55147.0734917602
16,30,7.472856082677195,10.386513072926961,20.606969195649356,66.4956344281741,-215.51554485384204,1788.0307858029287,1,56935.104277563136
16,31,20.478357693007155,5.309542598666146,18.53116667327187,139.33696016291685,,1972.1326079674168,0,58907.23688553055
16,32,12.971941491539624,5.170946385607716,22.839226337672358,17.107243762035207,-215.49804616288966,1796.920696122834,1,60704.15758165338
16,33,15.075656975924787,8.266296839190701,20.42543553998466,121.5942558546318,,1975.6811488290737,0,62679.83873048246
16,34,3.460345254513328,11.179022542170737,16.30989201799896,0.0,-207.74507185336003,1800.0,1,64479.83873048246
16,35,13.934580681688736,10.421560036521718,25.76969052530831,0.0,-47.97258859944664,1800.0,1,66279.83873048246
16,36,13.767307301017691,10.673867604085103,17.624744825665914,199.24441499875672,,1960.1511170002486,0,68239.9898474827
16,37,1.8424672576831718,8.028355976158107,19.57078420701867,125.90435457850737,-201.2675213356777,1777.3372161758687,1,70017.32706365858
16,38,12.681859002599863,8.092433125157909,20.61194471695701,234.47359953175965,,1953.1052800936484,0,71970.43234375223
16,39,3.75135840270193,3.7619403186690477,6.79241013338612,312.8076764772279,,1937.4384647045545,0,73907.87080845678
16,40,2.214933434378662,14.106516594470513,25.652590711246376,124.21286538561391,-295.7328891554945,1777.64168423059,1,75685.51249268737
16,41,17.349524473054405,9.564442097300457,13.657209057975741,245.9523463810913,,1950.8095307237818,0,77636.32202341115
16,42,15.149719216160445,4.495457841494898,23.94141593654929,376.4463345231916,,1924.7107330953615,0,79561.03275650651
16,43,6.881042638398872,12.623421195324624,33.91780075934992,221.64331711714294,-219.35273173912185,1760.1042029189143,1,81321.13695942542
16,44,6.1316590579165595,11.38493807696925,25.69413729322338,126.98204762382663,-224.41728089735886,1777.143231427711,1,83098.28019085314
16,45,3.7070054037614284,12.543861737327685,22.167376369793008,0.0,-144.62802037322513,1800.0,1,84898.28019085314
16,46,7.162744707656008,6.509109685606644,28.147264395122942,82.04365631158655,,1983.5912687376826,0,86881.87145959082
16,47,20.76420103208749,10.742729672871892,21.50006201290657,0.0,-220.53806243516067,1800.0,1,88681.87145959082
16,48,3.757697972140215,9.372036890784116,24.0363200911086,0.0,-73.96772429073721,1800.0,1,90481.87145959082
16,49,10.632238350740574,11.384008684892343,11.986344940005491,41.777291448702954,,1991.6445417102595,0,92473.51600130108
17,0,10.339672381177806,13.061927421719624,25.68958027348609,115.20841044954209,,1976.9583179100916,0,1976.9583179100916
17,1,18.771728488667367,5.157397908850671,17.877791462784064,0.0,-181.35689855539985,1800.0,1,3776.958317910092
17,2,14.272878373695093,9.5178561900083,13.590622969006436,39.97241026883529,-231.20182964812932,1792.80496615161,1,5569.763284061702
17,3,10.147542705253512,12.094212239207359,27.59955780742471,184.6533560922319,,1963.0693287815538,0,7532.832612843255
17,4,-0.36961527839866726,10.109551719014245,17.09219031259759,352.5880994131949,,1929.4823801173611,0,9462.314992960617
17,5,14.587113744292163,4.568434323030901,17.601369311226474,394.98342300002366,,1921.0033153999955,0,11383.318308360613
17,6,11.960010515996021,8.467998311629733,12.81651600834423,169.60893007972402,-253.67549812961283,1769.4703925856495,1,13152.788700946261
17,7,19.40735066773362,9.777937023842005,19.36538577169327,66.0165369587895,-237.74348981409753,1788.117023347418,1,14940.90572429368
17,8,6.064375310566674,15.699834539174548,22.273222477526527,0.0,-155.22485679121942,1800.0,1,16740.90572429368
17,9,10.192698329258537,5.106332946837721,15.842749417235181,165.4229331846589,,1966.9154133630684,0,18707.82113765675
17,10,4.5893091932082735,10.699542307378229,16.14902632988893,110.04237638462861,-191.00438755300553,1780.192372250767,1,20488.013509907516
17,11,8.709877112576134,2.954629101133781,9.245270115128887,185.1822413780667,,1962.963551724387,0,22450.9770616319
17,12,11.956654967046495,16.024196255468528,17.633629586155475,0.0,-250.79513497456313,1800.0,1,24250.9770616319
17,13,12.571612993468678,17.811420166127228,26.605465603184296,0.0,-188.5244782154718,1800.0,1,26050.9770616319
17,14,6.129499673061018,8.127792516756946,15.480858059091048,0.0,-40.35514854501396,1800.0,1,27850.9770616319
17,15,10.403665993288325,9.227239088345856,22.854328557659542,125.80433746847481,,1974.839132506305,0,29825.816194138206
17,16,10.812278199024394,6.8939651635355474,6.443374831281391,62.89046400795088,-222.1701714802033,1788.679716478569,1,31614.495910616777
17,17,14.864775637171782,8.149018911522113,28.962671672360358,126.79799696418507,,1974.640400607163,0,33589.13631122394
17,18,2.5467490807332425,8.658629188654697,16.104086090684817,282.95029797963986,,1943.4099404040721,0,35532.54625162801
17,19,6.721610239295069,10.723923050729152,24.697805635324222,369.71378332914634,,1926.0572433341706,0,37458.60349496218
17,20,8.036519855989157,10.03124954993119,28.397940912221436,226.785363529384,-253.89739578137286,1759.178634564711,1,39217.782129526895
17,21,-2.4511594525083904,6.398965184858461,24.99021852288964,361.41274969381783,,1927.7174500612364,0,41145.499579588126
17,22,12.375741282837408,7.231866468560834,25.042273203525593,417.08444164322043,,1916.583111671356,0,43062.082691259486
17,23,9.469751069274453,7.5680260207639956,13.598273192553888,256.4682098533322,-216.30304976880961,1753.8357222264003,1,44815.91841348589
17,24,10.4825331187369,7.62421821679049,20.502570115017683,317.3508147002517,,1936.5298370599496,0,46752.448250545836
17,25,11.417530939833824,9.677586099157883,17.011563580083397,117.2293654382352,-254.5568788291639,1778.8987142211176,1,48531.346964766955
17,26,7.41352094519593,8.277036331402307,21.889902558557832,179.12372022129097,,1964.175255955742,0,50495.52222072269
17,27,12.829270739215776,7.606490446505905,15.434165586426959,289.27904433564515,,1942.1441911328711,0,52437.66641185556
17,28,7.4287899531211,12.146685448864114,21.349782060493933,405.16659720922206,,1918.9666805581558,0,54356.63309241372
17,29,9.408083378456146,10.147338095373923,24.960854983166875,258.16223187732714,-259.02862021346334,1753.5307982620814,1,56110.1638906758
17,30,17.56963712844123,4.428793027980055,10.256144904122076,344.8325904734298,,1931.0334819053141,0,58041.19737258112
17,31,12.258642237286406,8.22552549645153,14.06787314230683,472.5379718707778,,1905.4924056258446,0,59946.689778206965
17,32,2.272979320086649,12.940469853783359,23.02612899181419,478.1367666649854,-194.41249437782488,1713.9353820003028,1,61660.625160207266
17,33,16.317120401553524,12.056923434346503,23.013252859256493,326.8807779123324,-199.18884713834348,1741.1614599757802,1,63401.78662018305
17,34,5.595039729265374,8.916237310067881,20.07933362531633,226.4603835600281,-258.9628507834968,1759.237130959195,1,65161.02375114224
17,35,10.636878825325658,10.139096361554671,17.845168255630313,354.95404969741725,,1929.0091900605166,0,67090.03294120275
17,36,5.703237000017972,7.511414753768616,18.717524800786208,384.85637661056404,-203.86482294193223,1730.7258522100985,1,68820.75879341285
17,37,8.893446707957725,12.348776074065134,25.064548630799234,569.9155682664297,,1886.0168863467143,0,70706.77567975956
17,38,3.16536481382568,4.25063541348274,17.366985069208557,443.13678539545566,-198.09811128392,1720.2353786288181,1,72427.01105838838
17,39,3.4139540153558183,7.859991035706596,28.40067961396756,423.5690541453325,-202.6260612255142,1723.7575702538402,1,74150.76862864222
17,40,14.834778984982595,11.614060446359769,9.346453440247936,479.89861922370164,,1904.0202761552596,0,76054.78890479749
17,41,3.9889963269328694,6.893011093239156,25.23219089372018,759.3351086108883,,1848.1329782778223,0,77902.92188307531
17,42,9.63260705013588,11.98112589161292,22.23082241645118,937.0487860535834,,1812.5902427892834,0,79715.5121258646
17,43,4.996683370571249,5.663097164179684,17.740990911632103,1104.7655725033205,,1779.046885499336,0,81494.55901136393
17,44,13.666765194972955,10.886329765517708,18.374732182181422,916.2553934400787,-270.4216175296233,1635.0740291807858,1,83129.63304054471
17,45,10.969035692054357,10.06885588386862,18.847688437428317,804.8244851486395,-233.6367501363834,1655.131592673245,1,84784.76463321796
17,46,15.112321835280738,7.2140956976980455,25.40958652021477,630.7357038628013,-279.6061262365995,1686.4675733046959,1,86471.23220652266
17,47,4.528041368487783,6.5136044850198624,17.6169493856262,477.6402847874067,-202.09019675692866,1714.024748738267,1,88185.25695526092
17,48,10.559120311901102,8.082822052943902,19.17670420475919,568.8953680350518,,1886.22092639299,0,90071.47788165392
17,49,14.360067575511763,3.9716273803958027,19.93334233590221,686.2721436979573,,1862.7455712604087,0,91934.22345291432
18,0,7.754803551541677,9.416622872262971,25.869454309147436,119.37977405663467,,1976.124045188673,0,1976.124045188673
18,1,8.82908674999668,8.631242837418094,12.034614019103984,216.8296232482251,,1956.6340753503553,0,3932.7581205390284
18,2,6.130496170223756,9.835502167547665,23.888938297724355,392.2416319539786,,1921.5516736092043,0,5854.309794148233
18,3,13.678506707488463,10.243096900048988,16.466077606057418,235.8611471138326,-233.62278395365865,1757.5449935195104,1,7611.854787667743
18,4,12.808457995463606,1.1174488360876822,17.61964174900464,323.9597574958253,,1935.2080485008348,0,9547.062836168578
18,5,8.283598600349148,7.252830219151496,16.132805826704658,391.32415503527244,,1921.7351689929455,0,11468.798005161523
18,6,9.003066622496402,4.77368125545515,14.315568136837213,210.29688402376473,-248.0537504975606,1762.1465608757223,1,13230.944566037246
18,7,4.889728018510191,9.71834481395454,24.840777423943237,444.2476434076209,,1911.150471318476,0,15142.095037355723
18,8,14.496154255200711,4.195868555109224,18.80339110865539,290.2590937151637,-229.79288640677345,1747.7533631312708,1,16889.848400486993
18,9,18.450514612247186,2.185253317024615,10.705113245832646,321.36009216244486,,1935.727981567511,0,18825.576382054503
18,10,3.862671882934875,9.316995529557817,21.122176206142573,441.9333055335068,,1911.6133388932988,0,20737.1897209478
18,11,1.7587250925506588,8.75842417648405,22.09469166885678,286.8942416242904,-190.57107514973802,1748.359036507628,1,22485.54875745543
18,12,3.576442349655018,17.580447693991918,26.13027538156836,117.63073130040765,-220.28672526675018,1778.8264683659268,1,24264.375225821357
18,13,9.873595390244793,11.145936845578229,19.515618766133947,275.5155333740255,,1944.896893325195,0,26209.272119146553
18,14,12.645083552192645,13.616108381115179,17.689885157260395,165.35569054687144,-187.3778117211667,1770.2359757015633,1,27979.508094848115
18,15,5.592614991808569,3.6719493449860936,27.94467806894185,133.03045934822174,-188.35010084651154,1776.0545173173202,1,29755.562612165435
18,16,8.186493704832596,12.097263855760385,17.62518163554061,0.0,-210.27511646984885,1800.0,1,31555.562612165435
18,17,9.012473741496736,10.177892402076816,27.636816420987742,0.0,-132.62778425732785,1800.0,1,33355.562612165435
18,18,3.5048048735217288,11.010339832740506,21.414142454069882,78.52044598771575,,1984.295910802457,0,35339.858522967894
18,19,11.206134816284997,4.08638752129218,15.923283758811909,167.93369589480506,,1966.4132608210389,0,37306.27178378893
18,20,3.952263846877236,10.857546410728716,26.274709362475225,13.737631377695259,-218.739284329058,1797.527226352015,1,39103.799010140945
18,21,4.4820451667600745,9.862755857580026,29.96005822633441,140.25406501809525,,1971.9491869963813,0,41075.74819713733
18,22,14.906974105703565,13.20546089142223,21.142784643847165,0.0,-222.26484498586564,1800.0,1,42875.74819713733
18,23,7.487375936399459,7.9383688396283905,21.953019602235404,89.78939055487024,,1982.042121889026,0,44857.79031902635
18,24,12.822259698543194,8.49814980746196,20.056539802223156,192.4499692518745,,1961.510006149625,0,46819.30032517598
18,25,15.162432167362072,11.921330946236173,22.77456081124159,45.232305057605956,-247.09366503747407,1791.8581850896308,1,48611.15851026561
18,26,5.374924046514039,10.517935846185328,29.72442935807038,192.4502657511099,,1961.5099468497783,0,50572.66845711539
18,27,7.7724863909536115,10.039121157564391,17.100289584953728,14.135706343906751,-221.02962368082368,1797.455572858097,1,52370.124029973485
18,28,13.543549264401335,8.653042974135282,12.812183521479614,0.0,-76.23753708769011,1800.0,1,54170.124029973485
18,29,11.284455830214107,6.969728883102152,21.565011268088575,120.70682221235236,,1975.8586355575296,0,56145.98266553102
18,30,8.155906714379567,11.471117569972348,19.866654674532153,226.78345306818252,,1954.6433093863634,0,58100.62597491738
18,31,19.01864067478162,6.251352138393111,16.132814932590193,393.00993334422367,,1921.3980133311554,0,60022.02398824853
18,32,5.292591300398989,9.980399443498994,21.194027396268442,515.2004995389497,,1896.9599000922103,0,61918.98388834074
18,33,10.800588752209311,5.86348089908496,13.017410982981747,411.5341923892748,-242.82032841887923,1725.9238453699309,1,63644.90773371067
18,34,10.33140512626707,12.51032889539612,23.941927602158138,541.1645156291652,,1891.767096874167,0,65536.67483058485
18,35,4.875541090868169,11.195966099840241,20.038552321675127,644.325859053365,,1871.134828189327,0,67407.80965877417
18,36,12.614496746309136,7.862531756243005,25.235333606231638,550.1083932396265,-198.5552303346184,1700.9804892168672,1,69108.79014799104
18,37,1.1242592960361648,3.053060090982946,18.76771768459872,417.5442790604893,-229.68653331988128,1724.842029769112,1,70833.63217776016
18,38,11.92567689704276,9.158041656826056,16.260709661073847,266.3044160223433,-211.02214191372275,1752.0652051159782,1,72585.69738287613
18,39,7.126680815289877,8.143396960205058,18.709428893382665,305.37610805925607,,1938.924778388149,0,74524.62216126427
18,40,13.837550257275275,9.403117618953454,24.048497633838014,349.0898527674184,,1930.1820294465165,0,76454.8041907108
18,41,8.558277015416621,5.613305915269144,19.413192613966185,363.6832172055627,-213.89678805252396,1734.5370209029988,1,78189.34121161379
18,42,7.634498092253599,9.597543851375958,17.87811768157107,341.9153195497185,-243.49757151780494,1738.4552424810508,1,79927.79645409485
18,43,6.05527785635832,11.542310497652066,23.528583707158248,231.22219311436208,-234.86245038665555,1758.3800052394151,1,81686.17645933425
18,44,14.864863435375774,12.189137192547886,21.832067371017903,288.7284380012258,,1942.2543123997548,0,83628.43077173401
18,45,11.634170789139121,8.699790405961807,18.023960138638856,158.7112826019984,-201.08320649450008,1771.4319691316402,1,85399.86274086565
18,46,12.474394871487029,13.749448259931263,15.680730980945725,294.0622412063879,,1941.1875517587225,0,87341.05029262438
18,47,8.281356452211202,6.459252410966362,19.77705576423866,81.12501777173082,-250.08190859703427,1785.3974968010887,1,89126.44778942547
18,48,6.265176496395997,10.701764293951182,24.989107409400603,0.0,-143.30384414531855,1800.0,1,90926.44778942547
18,49,13.420289505752072,8.81549897479278,19.225932371720525,0.0,-50.59855271749022,1800.0,1,92726.44778942547
19,0,9.413244892877405,13.95592329866226,29.293403329461576,221.8370896750241,,1955.6325820649954,0,1955.6325820649954
19,1,11.998484911553293,9.64003287643712,23.93502507580439,115.52453500419931,-236.54260944832396,1779.2055836992445,1,3734.83816576424
19,2,16.11106163840072,11.989410667941357,13.41083272209539,166.84055692675835,,1966.6318886146485,0,5701.470054378889
19,3,11.508600039211492,8.814494573238381,23.612380671372897,109.35498936791657,-239.45374007807152,1780.3161019137751,1,7481.786156292664
19,4,13.98915219045842,11.014342565440613,20.603435522906736,73.34195214901938,-234.10315690124406,1786.7984486131766,1,9268.58460490584
19,5,9.635969587708347,9.862085270848292,20.24538851950134,135.97494948102954,,1972.8050101037943,0,11241.389615009633
19,6,11.853113416498704,6.628673996573188,19.196604858287884,248.94221659065573,,1950.2115566818693,0,13191.601171691504
19,7,10.831767228119164,11.10253689605547,15.184718458221123,325.75164352777085,,1934.8496712944461,0,15126.450842985949
19,8,5.360282771678787,10.501557741582467,22.61561292270507,159.2360406543884,-234.23489292503902,1771.3375126822102,1,16897.78835566816
19,9,16.48189676988214,10.70171605113086,22.669308268577353,0.0,-172.81097527235153,1800.0,1,18697.78835566816
19,10,15.102846840135562,11.700101713157979,21.803777295033964,70.75419718252573,,1985.8491605634952,0,20683.637516231654
19,11,7.482447270292011,8.836875057160904,22.18061750295908,0.0,-193.98050138117887,1800.0,1,22483.637516231654
19,12,9.970414890729076,7.416020336027461,15.510090644688127,114.12018756161302,,1977.1759624876775,0,24460.813478719334
19,13,-0.2449664113120562,11.999065138348477,16.322345314556454,239.83711682083086,,1952.032576635834,0,26412.846055355167
19,14,11.939487033141313,10.280695068009676,17.092893732297576,174.39117760175918,-237.37294858251732,1768.6095880316834,1,28181.45564338685
19,15,7.555329354733365,6.60302637507083,26.702651488473794,10.30876917810235,-244.37897524051579,1798.1444215479419,1,29979.60006493479
19,16,5.865464030908635,9.387202271483154,22.112709718788818,0.0,-50.69368901345409,1800.0,1,31779.60006493479
19,17,5.75509843514581,5.768590190766844,23.727902530887818,0.0,-99.98247248233179,1800.0,1,33579.60006493479
19,18,5.524010470557191,7.152300131443132,19.656176342857606,165.41159317068278,,1966.9176813658637,0,35546.517746300655
19,19,13.192599376150783,11.376590007400097,25.1408505829618,208.46312775562512,,1958.307374448875,0,37504.825120749534
19,20,11.364566045769312,14.310240487285245,23.147981139326635,136.1569684972056,-240.46508567194175,1775.4917456705032,1,39280.316866420035
19,21,9.828629477098083,12.39934628257057,16.417681159770872,189.61927121783128,,1962.076145756434,0,41242.393012176464
19,22,5.891249536136598,8.704094214424073,18.79406627381256,277.4781202439249,,1944.5043759512153,0,43186.89738812768
19,23,7.476661055997074,10.263628678101332,19.285964064025794,370.38088566056126,,1925.9238228678878,0,45112.82121099557
